txt_type,seg_id,sen_id,sentence,POS,words_label,words_gloss
A,academic_25_v.2.txt,38,无论是 第一 语言 教学 还是 第二 语言 教学 ， 都 是 出于 这样 的 目的 。,"['c','m','n','n','c','m','n','n','w','d','v','v','r','u','n','ew']","['0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '等第次序居首位或首位的', 'NULL', 'NULL', 'NULL', '复姓', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_18_v.2.txt,61,他 大吃一惊 ， 立刻 奋力 挥 臂 朝 她 游 去 。,"['r','l','w','d','d','v','ng','p','r','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '女性第三人称', 'NULL', '用在谓词或谓词结构后表示趋向或持续', 'NULL']"
F,fiction_09_v.2.txt,85,一个 人 可以 独自 在 放学 后 逛 上 四 小时 ？,"['m','n','v','d','p','v','f','v','v','m','n','ew']","['0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', '自己一个人；单独', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '时间较迟或较晚。与“先”相对', 'NULL', '用在动词后。表示动作的趋向或结果等', 'NULL', 'NULL', 'NULL']"
A,academic_30_v.2.txt,75,这 同样 是 发展 我国 微电子 产业 必不可少 的 条件 。,"['r','d','v','vn','n','n','n','l','u','n','ew']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_25_v.2.txt,35,语言学 教学 对 不同 的 教学 对象 可以 有 不同 的 教学 目的 。,"['n','n','p','a','u','n','n','v','v','a','u','n','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '朝,向——用作虚词,表示动作的对象', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '具有,与“无”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_16_v.2.txt,23,这 是 九月 里 的 一个 早晨 ， 天气 已经 有 了 一 丝 凉意 。,"['r','v','t','f','u','m','t','w','n','d','v','u','m','q','n','ew']","['1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', '里面；内部（跟“外”相对）', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '具有,与“无”相对', 'NULL', 'NULL', '瞬息即逝的、通常仅勉强可以发觉的数量或迹象', 'NULL', 'NULL']"
A,academic_24_v.2.txt,13,我们 千万 不要 忘记 这 一 点 ： 汉语 的 产生 距离 今天 已 有 数十万 年 ， 而 汉字 的 产生 距离 今天 才 不过 五六千 年 。,"['r','d','d','v','r','m','q','w','nz','u','vn','v','t','d','v','m','q','w','c','nz','u','vn','v','t','d','d','m','q','ew']","['0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '“这”( zhè)的口语音 。常用在量词或数量词前', 'NULL', '方面', 'NULL', 'NULL', 'NULL', '由已有的事物中生出新的事物；出现', '在空间或时间上相隔', 'NULL', 'NULL', '表示过去有一段[时间]', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '由已有的事物中生出新的事物；出现', '在空间或时间上相隔', 'NULL', 'NULL', '副词。只；仅仅', 'NULL', 'NULL', 'NULL']"
A,academic_02_v.2.txt,51,例如 ： 维吾尔族 民间 故事 《 石 鸡 》 、 《 能 吃 铁 的 老鼠 》 、 《 五彩 兽 》 ， 分别 源于 印度 《 五 卷 书 》 的 《 鸽 王 》 、 《 老鼠 吃 秤 》 和 《 豺狼 为 王 》 等等 ， 数量 很 大 。,"['v','w','nz','n','n','w','ng','n','w','w','w','v','v','n','u','n','w','w','w','b','ng','w','w','d','v','ns','w','m','q','n','w','u','w','ng','n','w','w','w','n','v','n','w','c','w','n','v','n','w','u','w','n','d','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['举例用语，放在所举的例子前面，表示下面即是前面所说事物的例子', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '吃东西。与“喝”形成对照', '金属元素，符号Fe（ferrum）。银白色，质硬，延展性强，纯铁磁化和去磁都很快，含杂质的铁在湿空气中容易生锈。是炼钢的主要原料，用途很广', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '“源于”译为“来源于”，表达时，主观意思是“来源于”', 'NULL', 'NULL', 'NULL', '古时书籍写在帛或纸上,一部书可分成若干部分,每部分的文字自有起讫,后代仍用来指全书的一部分', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '吃东西。与“喝”形成对照', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '则,就 ——表示承接关系', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '形容体积、面积、数量、力量、规模、程度等方面超过一般或超过所比较的对象。与“小”相对', 'NULL']"
F,fiction_13_v.2.txt,10,你 必须 对 你 造成 的 严重 后果 负责 ！,"['r','d','p','r','v','u','a','n','v','ew']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '朝,向——用作虚词,表示动作的对象', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_25_v.2.txt,29,上海 的 改革 开放 由此 掀开 了 新 的 一 页 。,"['ns','u','vn','vn','d','v','u','a','u','m','q','ew']","['0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0']","['NULL', 'NULL', 'NULL', '敞开，允许入内', '由于如此；因而；从这里；从此', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '篇，张（指书、画、纸等）：～码。活～文选', 'NULL']"
A,academic_08_v.2.txt,13,人 是 一个 巨 系统 ， 包括 很多 层次 ， 最高 层次 是 人 的 整体 。,"['n','v','m','ag','n','w','v','m','n','w','a','n','v','n','u','n','ew']","['0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '大;很大', '生物机体内能够完成共同生理功能而组成的多个器官的总称', 'NULL', '包含，总括', 'NULL', '指事物相承接的次第', 'NULL', '表示高度已达极限', '指事物相承接的次第', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_09_v.2.txt,68,她 站 在 家门 前 ， 由 校服 裙 袋 中 抽出 锁 匙 ， 发出 一阵 金属 的 碰撞 声 。,"['r','v','p','n','f','w','p','n','ng','ng','f','v','n','ng','w','v','m','n','u','vn','ng','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['女性第三人称', '站立,直立。以基本直立的姿势用双脚或一脚支撑自己', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '前面,与“后”相对;正面', 'NULL', '自,从…(表示起点)', 'NULL', 'NULL', 'NULL', '内,里面。与“外”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表数量。用于延续一段时间的事物、现象', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_19_v.2.txt,32,＂ 为什么 ？,"['w','r','ew']","['0', '0', '0']","['NULL', 'NULL', 'NULL']"
F,fiction_14_v.2.txt,98,只有 不 去 思想 ， 才能 回到 自己 的 生命 感觉 里 。,"['c','d','v','v','w','v','v','r','u','n','n','f','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['唯有，仅有', 'NULL', '用在谓词或谓词结构后表示趋向或持续', 'NULL', 'NULL', 'NULL', 'NULL', '代词。自身，本身', 'NULL', 'NULL', 'NULL', '里面；内部（跟“外”相对）', 'NULL']"
N,news_10_v.2.txt,75,对于 成绩 特别 突出 的 大学生 营业员 ， 公司 理所当然 予以 重用 。,"['p','n','d','a','u','n','n','w','n','i','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['介词。引进对象或事物的关系者', 'NULL', 'NULL', '谓出众地显露出来', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_14_v.2.txt,87,一个 相隔 一万 年 的 记忆 恢复 了 。,"['m','v','m','q','u','n','v','u','ew']","['0', '1', '0', '0', '0', '0', '0', '0', '0']","['NULL', '彼此间距离', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_12_v.2.txt,20,因此 ， 应 把 应激 看作 是 个体 认识 应激 源 （ 有害 的 、 威胁 性 的 或 挑战性 的 等等 ） ， 从而 对 应激 源 做出 相应 反应 的 过程 。,"['c','w','v','p','n','v','v','n','v','n','ng','w','a','u','w','vn','ng','u','c','n','u','u','w','w','c','p','n','ng','v','vd','v','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指人的头脑对客观世界的反映', 'NULL', '来源;根源', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '朝,向——用作虚词,表示动作的对象', 'NULL', '来源;根源', 'NULL', 'NULL', '有机体受体内或体外的刺激而引起的相应的活动', 'NULL', 'NULL', 'NULL']"
N,news_23_v.2.txt,96,据说 ， 一 艘 渔船 耽搁 一 天 要 损失 ９万 台币 。,"['v','w','m','q','n','v','m','q','v','v','m','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示比较;估计', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_11_v.2.txt,81,全 挤 开花 了 。,"['d','v','v','y','ew']","['0', '0', '1', '0', '0']","['NULL', 'NULL', '比喻像花朵那样地破裂开', 'NULL', 'NULL']"
F,fiction_07_v.2.txt,25,这 是 福贵 割 的 。,"['r','v','nr','v','u','ew']","['0', '0', '0', '0', '0', '0']","['此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_11_v.2.txt,102,壮汉 冲 沙 新 粗 吼 一 声 。,"['n','p','nr','nr','d','v','m','q','ew']","['0', '0', '0', '0', '1', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '粗笨;粗野', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_16_v.2.txt,34,计划 内 产品 价格 必须 严格 执行 国家 定价 ， 不得 擅自 加价 或 变相 涨价 ， 等等 。,"['n','f','n','n','d','ad','v','n','vn','w','v','d','v','c','vd','v','w','u','ew']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '里面。与“外”相对', 'NULL', 'NULL', 'NULL', 'NULL', '实施；实行', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_24_v.2.txt,10,反过来 ， 由于 汉语 汉字 的 特殊 关系 ， 就 使得 汉语 词汇 的 研究 工作 ， 不可避免 地 要 受到 汉字 的 影响 。,"['c','w','p','nz','nz','u','a','n','w','d','v','nz','n','u','vn','n','w','l','u','v','v','nz','u','vn','ew']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '事物之间相互作用、相互联系的状态', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '应当;必须', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_12_v.2.txt,52,＂ 有 。,"['w','v','ew']","['0', '0', '0']","['NULL', '存在', 'NULL']"
F,fiction_06_v.2.txt,70,离乡 的 前夜 ， 小萼 一 手 操 着 包裹 一 手 抱 着 悲夫 来到 秋仪 的 家 。,"['v','u','t','w','nr','m','n','v','u','n','m','n','v','u','nr','v','nr','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '人体上肢的总称,一般指腕以下的部分', '拿着,握在手里', 'NULL', 'NULL', 'NULL', '人体上肢的总称,一般指腕以下的部分', '捧着', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '引申表示住宅、房屋', 'NULL']"
A,academic_23_v.2.txt,85,如果 把 舆论 的 各个 因素 看作 相互 联系 的 、 系统 的 统一 整体 ， 并 把 舆论 置放 于 更 大 的 社会 系统 和 意识 体系 中 去 考察 ， 就 不难 发现 ， 上述 种种 说法 不 是 截然 对立 的 ， 不过 是 从 不同 侧面 、 不同 环节 、 不同 层次 上 反映 了 舆论 现象 的 各个 特点 ， 可以 而且 应当 在 整体 上 统一 起来 。,"['c','p','n','u','r','n','v','d','v','u','w','n','u','vn','n','w','c','p','n','v','p','d','a','u','n','n','c','n','n','f','v','v','w','d','d','v','w','b','r','n','d','v','d','v','u','w','d','v','p','a','f','w','a','n','w','a','n','f','v','u','n','n','u','r','n','w','v','c','v','p','n','f','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0', '1', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '哲学概念。事物内部矛盾双方和事物之间所发生的关系。事物的联系是普遍存在的、多种多样的', 'NULL', 'NULL', '始终一贯的条理，有条不紊的顺序', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '放置;安放', '引进动作、行为的时间、处所,意义相当于“在”、“到”或“在…方面(上、中)”', 'NULL', '规模大', 'NULL', '指由一定的经济基础和上层建筑构成的整体。原始社会、奴隶社会、封建社会、资本主义社会、共产主义社会是人类社会的五种基本形态', '自成体系的组织；同类事物按一定秩序和内部联系组合成的整体', 'NULL', 'NULL', 'NULL', '内,里面。与“外”相对', '用在谓词或谓词结构后表示趋向或持续', '观察研究；审察', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', '看到或找到以前不知道的事物或规律', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '副词。只；仅仅', 'NULL', '采取某一种办法或原则', 'NULL', '指构成总体的某一个方面', 'NULL', 'NULL', '比喻互相关联的事物中的一个', 'NULL', 'NULL', '指事物相承接的次第', '用在名词后，表示在某种事物的范围以内', '比喻把客观事物的实质表现或显示出来', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '表示某一方面', 'NULL', '用在动词后，表示动作完成或达到目的', 'NULL']"
A,academic_10_v.2.txt,10,此外 ， 口语 表达 通常 是 双向 交流 的 活动 ， 只有 被 听 者 对 所 讲述 的 内容 接纳 理解 时 ， 讲 听 双方 的 共同 活动 才能 构成 一个 完整 有效 的 口语 表达 即 社会 交际 过程 。,"['c','w','n','vn','d','v','b','vn','u','n','w','c','p','v','k','p','u','v','u','n','v','v','ng','w','v','v','n','u','b','n','v','v','m','a','a','u','n','vn','v','n','vn','n','ew']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '表示（思想、感情）', 'NULL', 'NULL', '属性词。指双方互相（进行某种活动）', 'NULL', 'NULL', '为达到某种目的而从事的行动；从事有目的的行动', 'NULL', '连词。表示必需的条件，现代汉语中下文多与“才”或“方”呼应', 'NULL', 'NULL', 'NULL', '朝,向——用作虚词,表示动作的对象', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指了解，认识', 'NULL', 'NULL', 'NULL', 'NULL', '指在某种场合中相对的两个人或两个集体', 'NULL', 'NULL', '为达到某种目的而从事的行动；从事有目的的行动', 'NULL', '组成；建成', 'NULL', '谓具有或保持着应有的部分，没有损坏或残缺', 'NULL', 'NULL', 'NULL', '表示（思想、感情）', 'NULL', '指由一定的经济基础和上层建筑构成的整体。原始社会、奴隶社会、封建社会、资本主义社会、共产主义社会是人类社会的五种基本形态', 'NULL', 'NULL', 'NULL']"
N,news_12_v.2.txt,37,我 拿出 记者证 递 进去 ， 说 ： ＂ 买 一 张 ６４ 次 车票 。 ＂,"['r','v','n','v','v','w','v','w','w','v','m','q','m','q','n','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '用在动词后，表示到里面去', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_14_v.2.txt,113,大概 只 到 亚当 的 腋下 那么 高 。,"['d','d','v','nr','u','s','r','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '到达,达来,去到', 'NULL', 'NULL', 'NULL', 'NULL', '由下至上的距离', 'NULL']"
A,academic_02_v.2.txt,57,其中 高昌 回鹘汗国 ， 从 汉文 、 梵文 、 藏文 翻译 或 改写 了 大量 佛经 ， 其中 包括 大量 文学 故事 ， 著名 的 佛 本生 故事 就 在 其中 ， 现在 有案可稽 的 有 《 恰希塔尼·伊力克伯克 》 、 《 哈勒亚木哈拉 和 帕帕木哈拉 》 、 《 两 王子 的 故事 》 、 《 神 猴 和 帕德摩瓦提 姑娘 》 、 《 达尼提·帕拉 》 等等 ， 此外 尚 有 《 佛教 诗歌 集 》 、 《 玄奘 传 》 等 作品 流传 。,"['r','ns','ns','w','p','nz','w','nz','w','nz','v','c','v','u','m','n','w','r','v','m','n','n','w','a','u','n','nz','n','d','p','r','w','t','v','u','v','w','nr','w','w','w','nr','c','nr','w','w','w','m','n','u','n','w','w','w','n','ng','c','nr','n','w','w','w','nr','w','u','w','c','d','v','w','nz','n','ng','w','w','w','nr','ng','w','u','n','v','ew']","['1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['这里面；那里面', 'NULL', 'NULL', 'NULL', '自,由 ——用作虚词,表示起点', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '数量多', 'NULL', 'NULL', '这里面；那里面', '包含，总括', '数量多', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '事实正是如此', '表示动作、情状所涉及的处所、时间、范围等', '这里面；那里面', 'NULL', 'NULL', 'NULL', 'NULL', '具有,与“无”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '天子或王的儿子', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '具有,与“无”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '传记', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_09_v.2.txt,98,幸好 无 风 无 浪 。,"['d','v','n','v','n','ew']","['0', '0', '1', '0', '1', '0']","['NULL', 'NULL', '刮风;起风', 'NULL', '波浪,水因风吹、石激而形成的涌动', 'NULL']"
A,academic_15_v.2.txt,66,《 汉语 大 字典 》 中 义项 １１ ＂ 指 男女 交合 之中 ＂ 今天 已 完全 不用 。,"['w','nz','a','n','w','f','n','m','w','v','n','v','f','w','t','d','ad','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '规模大', 'NULL', 'NULL', '内,里面。与“外”相对', 'NULL', 'NULL', 'NULL', '意旨;意向', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_24_v.2.txt,96,大型 的 团体 旅客 还 可以 特别 安排 。,"['b','u','n','n','d','v','d','v','ew']","['1', '0', '0', '0', '0', '0', '0', '0', '0']","['形状或规模大的', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_14_v.2.txt,58,几 个 初中 一 年级 的 学生 说 ： ＂ 前段 时间 早上 冷 。,"['m','q','n','m','n','u','n','v','w','w','t','n','t','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_18_v.2.txt,51,等 一会儿 力气 用 完 了 就 游 不 回去 了 。 ＂,"['v','t','n','v','v','u','d','v','d','v','y','ew','w']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '使用,采用', '完成,结束', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', 'NULL', '用在动词后，表示动作趋向原处', 'NULL', 'NULL', 'NULL']"
F,fiction_08_v.2.txt,81,＂ 在 河边 。 ＂,"['w','p','s','ew','w']","['0', '0', '0', '0', '0']","['NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL']"
F,fiction_19_v.2.txt,39,＂ 他 是 叛徒 。 ＂,"['w','r','v','n','ew','w']","['0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_14_v.2.txt,88,记忆 返回 就 像 找回 失物 那样 ， 也 是 感觉 极 好 。,"['n','v','d','v','v','n','r','w','d','v','n','d','a','ew']","['0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '回；回到原地', '事实正是如此', 'NULL', 'NULL', '被窃或遗失的物品', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '最,非常,狠,满', 'NULL', 'NULL']"
F,fiction_01_v.2.txt,61,第一 次 还有 点 镇静 作用 ， 往后 就 不行 了 。,"['m','q','v','q','vn','n','w','t','d','a','y','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['等第次序居首位或首位的', 'NULL', 'NULL', '表示少量。点儿化', 'NULL', 'NULL', 'NULL', 'NULL', '事实正是如此', '不成功；无用', 'NULL', 'NULL']"
N,news_05_v.2.txt,61,记者 在 人群 中 见到 长岭 机器 厂 驻 京 办事处 总经理 尹 香金 。,"['n','p','n','f','v','nz','n','n','v','j','n','n','nr','nr','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '内,里面。与“外”相对', 'NULL', 'NULL', '由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_10_v.2.txt,22,＂ 你 说 你 背 会 了 那 封 信 ， 还 记得 吗 ？ ＂,"['w','r','v','r','v','v','u','r','q','n','w','d','v','y','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指前文提到的或根据上下文或根据当时的情况显然所指的某个人或物', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_25_v.2.txt,7,( 实况 ),"['w','n','w']","['0', '0', '0']","['NULL', 'NULL', 'NULL']"
A,academic_04_v.2.txt,39,（ ３ ） 消减 污染 ， 美化 环境 的 伟大 清洁工 。,"['w','m','w','v','vn','w','v','n','u','a','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '周围的自然条件和社会条件', 'NULL', '崇高；雄伟；令人景仰', '清洁工人，指那些负责清洁地方的工人，职务包括打扫、收集垃圾送到指定收集处等。一般专指清洁机构、公司、公众地方的工人', 'NULL']"
F,fiction_18_v.2.txt,5,刚才 在 路上 ， 霍 彩霞 突然 建议 说 ， 我们 去 海边 游泳 怎么样 ？,"['t','p','s','w','nr','nr','ad','v','v','w','r','v','s','v','r','ew']","['0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '表示动作、情状所涉及的处所、时间、范围等', '在路途中', 'NULL', 'NULL', '色彩绚丽的云霞', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '前往,到别处,跟“来”相反', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_20_v.2.txt,35,近年来 边境 贸易 使 黑河 与 阿穆尔州 建立 了 友谊 ， 今后 它 也 会 使 这种 友谊 更加 巩固 。,"['l','s','vn','v','ns','p','ns','v','u','n','w','t','r','d','v','v','r','n','d','a','ew']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '开始产生；开始形成', 'NULL', 'NULL', 'NULL', 'NULL', '表示第三人称', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '坚固；稳固', 'NULL']"
